 27.4877 27.4247 27.3689 27.3195 27.2761 27.2379 27.2045 27.1751 27.1492 27.1262 27.1055 27.0864 27.0683 27.0513 27.037 27.0251 27.0148 27.0055 26.9967 26.9876 26.9776 26.9661 26.9525 26.936 26.9162 26.8923 26.8651 26.8357 26.8049 26.7736 26.7426 26.7128 26.685 26.6601 26.6389 26.6223 26.6111 26.6062 26.6066 26.6094 26.6144 26.6213 26.6299 26.6397 26.6506 26.6623 26.6745 26.6868 26.6991 26.711 26.7228 26.7365 26.752 26.7689 26.7866 26.8044 26.8218 26.8384 26.8533 26.8663 26.8766 26.8837 26.887 26.8849 26.8774 26.8657 26.8506 26.8333 26.8148 26.7963 26.7787 26.7631 26.7506 26.7422 26.7389 26.7413 26.7475 26.7569 26.7689 26.7828 26.798 26.8137 26.8294 26.8443 26.8579 26.8694 26.8783 26.884 26.8888 26.893 26.8965 26.8989 26.9002 26.9 26.8981 26.8944 26.8886 26.8804 26.8696 26.8561
 27.5574 27.4947 27.4389 27.3895 27.3459 27.3074 27.2736 27.2437 27.2174 27.194 27.1729 27.1537 27.1358 27.1193 27.1059 27.095 27.086 27.0781 27.0704 27.0623 27.0531 27.0423 27.0292 27.0133 26.9937 26.9701 26.9431 26.914 26.8837 26.853 26.8228 26.7939 26.7671 26.7431 26.7228 26.7068 26.6959 26.6909 26.6905 26.6918 26.6948 26.699 26.7045 26.7111 26.7185 26.7268 26.7359 26.7457 26.7559 26.7666 26.7778 26.7908 26.8053 26.8209 26.8369 26.8529 26.8683 26.883 26.8964 26.908 26.9174 26.9239 26.9269 26.9252 26.9188 26.9086 26.8956 26.8805 26.8645 26.8484 26.8332 26.8197 26.809 26.8019 26.7993 26.8018 26.8084 26.8186 26.8314 26.8462 26.8622 26.8787 26.8952 26.911 26.9254 26.9378 26.9473 26.9536 26.9589 26.9637 26.9677 26.9707 26.9726 26.9731 26.9718 26.9685 26.963 26.9551 26.9446 26.9314
 27.6196 27.5575 27.5023 27.4534 27.4101 27.3719 27.338 27.308 27.2814 27.2578 27.2368 27.2178 27.2004 27.1849 27.173 27.164 27.157 27.1508 27.1445 27.137 27.1282 27.1175 27.1044 27.0884 27.0689 27.0455 27.0186 26.9896 26.9592 26.9286 26.8986 26.8703 26.8443 26.8213 26.8017 26.786 26.775 26.7691 26.7672 26.7667 26.7674 26.7692 26.7719 26.7753 26.7793 26.7843 26.7902 26.7972 26.8051 26.814 26.824 26.8359 26.8495 26.8639 26.8786 26.8931 26.9066 26.9198 26.9322 26.9432 26.9521 26.9582 26.9608 26.9589 26.953 26.9437 26.9319 26.9184 26.9039 26.8895 26.876 26.8643 26.855 26.8488 26.8466 26.849 26.8562 26.8672 26.8811 26.897 26.9138 26.9308 26.9481 26.965 26.9806 26.9943 27.0051 27.0126 27.0189 27.0245 27.0293 27.0331 27.0357 27.037 27.0363 27.0332 27.0278 27.02 27.0097 26.997
 27.6743 27.6132 27.5591 27.5111 27.4687 27.4311 27.3975 27.3675 27.341 27.3175 27.2967 27.2782 27.2617 27.2474 27.2376 27.231 27.2264 27.2223 27.2174 27.2105 27.2016 27.1906 27.1771 27.1608 27.1411 27.1178 27.091 27.0616 27.0309 26.9999 26.9699 26.9419 26.9166 26.8943 26.8752 26.8597 26.8481 26.8407 26.8367 26.8342 26.8327 26.8321 26.8321 26.8325 26.8332 26.8349 26.8377 26.8417 26.8471 26.8537 26.862 26.8727 26.8852 26.8987 26.9124 26.9256 26.9374 26.9493 26.9612 26.972 26.9808 26.9867 26.9886 26.9863 26.9803 26.9714 26.9602 26.9474 26.9339 26.9205 26.9082 26.8976 26.8893 26.8838 26.8816 26.884 26.8917 26.9038 26.9189 26.9358 26.9534 26.9708 26.9888 27.0069 27.0241 27.0395 27.052 27.0611 27.0688 27.0755 27.0813 27.086 27.0895 27.0917 27.0915 27.0886 27.0831 27.0752 27.0651 27.053
 27.7218 27.662 27.6093 27.5627 27.5216 27.4849 27.4519 27.4222 27.3958 27.3727 27.3524 27.3346 27.3191 27.3064 27.2988 27.295 27.2931 27.2913 27.2878 27.2812 27.272 27.2605 27.2463 27.2294 27.2095 27.1864 27.1595 27.1297 27.0983 27.0667 27.0363 27.0085 26.9838 26.962 26.9432 26.9275 26.915 26.9058 26.8993 26.8944 26.8907 26.8877 26.8852 26.8827 26.8803 26.8789 26.8786 26.8797 26.8822 26.8864 26.8927 26.9019 26.9134 26.9261 26.939 26.951 26.9613 26.9723 26.9839 26.9948 27.0037 27.0095 27.0107 27.0076 27.0011 26.992 26.9808 26.9683 26.9551 26.9422 26.9306 26.9207 26.913 26.9078 26.9055 26.9077 26.916 26.9291 26.9454 26.9635 26.9817 26.9993 27.0182 27.0376 27.0565 27.0738 27.0884 27.0994 27.1087 27.1168 27.1237 27.1295 27.134 27.1372 27.1376 27.1346 27.1289 27.1208 27.1109 27.0996
 27.7622 27.704 27.653 27.6082 27.5686 27.5332 27.501 27.4716 27.4456 27.423 27.4034 27.3865 27.3722 27.3611 27.356 27.3549 27.3558 27.3564 27.3543 27.3479 27.3383 27.326 27.3111 27.2936 27.2734 27.2505 27.2235 27.193 27.1608 27.1285 27.0976 27.0698 27.0455 27.024 27.0053 26.9891 26.9754 26.9642 26.9551 26.9477 26.9416 26.9362 26.9313 26.9262 26.921 26.9166 26.9132 26.9113 26.911 26.9126 26.9167 26.9245 26.9349 26.9469 26.959 26.97 26.979 26.9892 27.0007 27.0119 27.021 27.0267 27.0271 27.023 27.0157 27.006 26.9944 26.9816 26.9683 26.9554 26.944 26.9344 26.9269 26.9217 26.9192 26.9211 26.9299 26.944 26.9615 26.9806 26.9995 27.0172 27.0369 27.0577 27.0784 27.0978 27.1146 27.1276 27.1387 27.1484 27.1567 27.1636 27.1692 27.1735 27.1743 27.1713 27.1653 27.157 27.1474 27.1371
 27.7957 27.7392 27.6902 27.6474 27.6096 27.5757 27.5444 27.5154 27.4901 27.4681 27.4494 27.4335 27.4204 27.4109 27.4082 27.4099 27.4134 27.4162 27.4155 27.4091 27.399 27.3861 27.3705 27.3524 27.332 27.3093 27.2821 27.2512 27.2182 27.1851 27.1537 27.1259 27.1017 27.0802 27.0612 27.0442 27.0292 27.0159 27.0042 26.9942 26.9856 26.9778 26.9704 26.963 26.9553 26.9481 26.9418 26.9369 26.9338 26.9328 26.9348 26.9411 26.9505 26.9617 26.9731 26.9832 26.9911 27.0007 27.0121 27.0235 27.0329 27.0383 27.038 27.0328 27.0245 27.0138 27.0014 26.988 26.9742 26.9611 26.9495 26.9397 26.932 26.9265 26.9236 26.9253 26.9345 26.9495 26.968 26.988 27.0073 27.0252 27.0456 27.0678 27.0905 27.112 27.1309 27.146 27.159 27.1703 27.1802 27.1885 27.1953 27.2006 27.2018 27.1988 27.1924 27.184 27.1747 27.1656
 27.8223 27.7678 27.7209 27.6803 27.6446 27.6123 27.5819 27.5535 27.5289 27.5078 27.49 27.4753 27.4634 27.4554 27.4547 27.4588 27.4647 27.4694 27.4698 27.4635 27.4531 27.4397 27.4236 27.4052 27.3846 27.3621 27.3349 27.3034 27.2698 27.236 27.2042 27.1763 27.1522 27.1304 27.1106 27.0926 27.0761 27.0607 27.0467 27.0342 27.0229 27.0126 27.0028 26.9932 26.9835 26.9738 26.9647 26.9569 26.951 26.9477 26.9478 26.9526 26.961 26.9713 26.9819 26.9912 26.9982 27.0073 27.0186 27.03 27.0394 27.0446 27.0436 27.0373 27.0278 27.0159 27.0023 26.9879 26.9736 26.9601 26.948 26.9376 26.9292 26.9232 26.9198 26.9212 26.9307 26.9463 26.9656 26.9863 27.0059 27.0238 27.045 27.0687 27.0933 27.1169 27.1379 27.1548 27.1695 27.1827 27.1942 27.2041 27.2122 27.2184 27.2201 27.2169 27.2104 27.202 27.1931 27.1853
 27.8423 27.7898 27.7453 27.707 27.6734 27.6428 27.6134 27.5855 27.5616 27.5416 27.525 27.5114 27.5006 27.4937 27.4946 27.5007 27.5085 27.5147 27.516 27.5098 27.4992 27.4857 27.4694 27.4509 27.4304 27.4082 27.381 27.3492 27.3152 27.281 27.2489 27.221 27.1967 27.1742 27.1533 27.1339 27.1158 27.0988 27.0828 27.0678 27.0538 27.0407 27.0284 27.0169 27.0057 26.9939 26.9822 26.9717 26.9632 26.9577 26.9564 26.96 26.9672 26.9764 26.9861 26.9947 27.001 27.0096 27.0206 27.0317 27.0408 27.0456 27.044 27.0368 27.0259 27.0126 26.9976 26.9822 26.9671 26.9531 26.9402 26.9288 26.9195 26.9126 26.9086 26.9098 26.9195 26.9354 26.9551 26.9761 26.996 27.014 27.036 27.0611 27.0874 27.113 27.1357 27.1541 27.1705 27.1855 27.1989 27.2105 27.22 27.2271 27.229 27.2258 27.2192 27.211 27.2028 27.1964
 27.8558 27.8054 27.7632 27.7274 27.696 27.667 27.6385 27.6111 27.5881 27.5692 27.5539 27.5415 27.5317 27.5254 27.5273 27.5345 27.5435 27.5507 27.5526 27.5465 27.5361 27.5229 27.507 27.4889 27.4688 27.4468 27.4197 27.388 27.3539 27.3197 27.2876 27.2598 27.235 27.2114 27.1889 27.1678 27.148 27.1299 27.1126 27.0953 27.0783 27.0622 27.0474 27.0343 27.0222 27.0086 26.9945 26.9814 26.9706 26.9635 26.9613 26.9639 26.9699 26.9779 26.9864 26.9942 27.0001 27.0083 27.0186 27.0289 27.0372 27.0413 27.0393 27.0314 27.0193 27.0043 26.9879 26.9712 26.9556 26.9411 26.9272 26.9145 26.9037 26.8957 26.8911 26.8922 26.9018 26.9177 26.9373 26.9583 26.9782 26.9963 27.0191 27.0457 27.0736 27.1008 27.1249 27.1442 27.1619 27.1789 27.1943 27.2078 27.2187 27.2265 27.2286 27.2255 27.2191 27.2113 27.204 27.1991
